title,deadline,country,estimated_value_eur,tender_url,notice_id,cpv_codes,description,buyer_name
Finland – Dental consumables,2026-02-09,FIN,,https://ted.europa.eu/en/notice/-/detail/845399-2025,845399-2025,33141800|33130000|33141800|33141800|33141800|33141800|33141800|33141800|33141800|33141800|33130000|33130000|33130000|33130000|33130000|33130000|33130000|33130000,Tarjouspyynnössä ilmoitettujen nimikkeiden hankinta sopimuskaudella. Tarjouspyynnössä ilmoitettujen nimikkeiden hankinta sopimuskaudella. Tarjouspyynnössä ilmoitettujen nimikkeiden hankinta sopimuskaudella. Tarjouspyynnössä ilmoitettujen nimikkeiden hankinta sopimuskaudella. Tarjouspyynnössä ilmoitettujen nimikkeiden hankinta sopimuskaudella. Tarjouspyynnössä ilmoitettujen nimikkeiden hankinta sopimuskaudella. Tarjouspyynnössä ilmoitettujen nimikkeiden hankinta sopimuskaudella. Tarjouspyynnössä ilmoitettujen nimikkeiden hankinta sopimuskaudella.,Satakunnan hyvinvointialue
Czechia – Medical equipments,2026-01-05,CZE,,https://ted.europa.eu/en/notice/-/detail/845407-2025,845407-2025,33100000|33191110|33194000|33111800|33191000|33182100|33100000|33194000|33161000|33157400|35112100,Předmětem části č. 3 VZ s názvem „Sterilizátor parní přenosný“ je nákup 14 ks zboží dle specifikace uvedené v příloze č. 1c) zadávací dokumentace. Předmětem části č. 4 VZ s názvem „Termobox transportní aktivní na krev“ je nákup 10 ks zboží dle specifikace uvedené v příloze č. 1d) této ZD. Předmětem části č. 10 VZ s názvem „RTG přístroj přenosný“ je nákup 2 ks zboží dle specifikace uvedené v příloze č. 1j) této ZD. Předmětem části č. 1 VZ s názvem „Mobilní jednotka pro mytí rukou“ je nákup 11 ks zboží dle specifikace uvedené v příloze č. 1a) zadávací dokumentace. Předmětem části č. 8 VZ s názvem „Automatický externí defibrilátor (AED)“ je nákup 100 ks zboží dle specifikace uvedené v příloze č. 1h) této ZD. Předmětem části č. 2 VZ s názvem „Ohřev pacienta horkovzdušný“ je nákup 20 ks zboží dle specifikace uvedené v příloze č. 1b) zadávací dokumentace. Předmětem části č. 5 VZ s názvem „Termobox transportní aktivní na krevní plazmu“ je nákup 6 ks zboží dle specifikace uvedené v příloze č. 1e) této ZD. Předmětem části č. 9 VZ s názvem „Generátor elektrochirurgický“ je nákup 5 ks zboží dle specifikace uvedené v příloze č. 1i) této ZD. Předmětem části č. 6 VZ s názvem „Ventilátor plicní pro dlouhodobou ventilaci“ je nákup 2 ks zboží dle specifikace uvedené v příloze č. 1f) této ZD. Předmětem části č. 7 VZ s názvem „Celotělová figurína pro nácvik KPR“ je nákup 2 ks zboží dle specifikace uvedené v příloze č. 1g) této ZD.,Ministerstvo obrany
Poland – Disposable non-chemical medical consumables and haematological consumables,2025-12-22,POL,,https://ted.europa.eu/en/notice/-/detail/845538-2025,845538-2025,33141000|33140000|33141000|33141000|33141000|33141000|33141000|33141000|33141000|33141000|33141000|33141000,"Przedmiotem zamówienia są sukcesywne dostawy jednorazowego sprzętu medycznego i drobnego sprzętu medycznego - szczegóły w zakresie opisu przedmiotu zamówienia, wykaz asortymentu stanowi załącznik nr 2 do SWZ. Przedmiotem zamówienia są sukcesywne dostawy jednorazowego sprzętu medycznego i drobnego sprzętu medycznego - szczegóły w zakresie opisu przedmiotu zamówienia, wykaz asortymentu stanowi załącznik nr 2 do SWZ. Przedmiotem zamówienia są sukcesywne dostawy jednorazowego sprzętu medycznego i drobnego sprzętu medycznego - szczegóły w zakresie opisu przedmiotu zamówienia, wykaz asortymentu stanowi załącznik nr 2 do SWZ. Przedmiotem zamówienia są sukcesywne dostawy jednorazowego sprzętu medycznego i drobnego sprzętu medycznego - szczegóły w zakresie opisu przedmiotu zamówienia, wykaz asortymentu stanowi załącznik nr 2 do SWZ. Przedmiotem zamówienia są sukcesywne dostawy jednorazowego sprzętu medycznego i drobnego sprzętu medycznego - szczegóły w zakresie opisu przedmiotu zamówienia, wykaz asortymentu stanowi załącznik nr 2 do SWZ. Przedmiotem zamówienia są sukcesywne dostawy jednorazowego sprzętu medycznego i drobnego sprzętu medycznego - szczegóły w zakresie opisu przedmiotu zamówienia, wykaz asortymentu stanowi załącznik nr 2 do SWZ. Przedmiotem zamówienia są sukcesywne dostawy jednorazowego sprzętu medycznego i drobnego sprzętu medycznego - szczegóły w zakresie opisu przedmiotu zamówienia, wykaz asortymentu stanowi załącznik nr 2 do SWZ. Przedmiotem zamówienia są sukcesywne dostawy jednorazowego sprzętu medycznego i drobnego sprzętu medycznego - szczegóły w zakresie opisu przedmiotu zamówienia, wykaz asortymentu stanowi załącznik nr 2 do SWZ. Przedmiotem zamówienia są sukcesywne dostawy jednorazowego sprzętu medycznego i drobnego sprzętu medycznego - szczegóły w zakresie opisu przedmiotu zamówienia, wykaz asortymentu stanowi załącznik nr 2 do SWZ. Przedmiotem zamówienia są sukcesywne dostawy jednorazowego sprzętu medycznego i drobnego sprzętu medycznego - szczegóły w zakresie opisu przedmiotu zamówienia, wykaz asortymentu stanowi załącznik nr 2 do SWZ.",SZPITAL PEDIATRYCZNY W BIELSKU-BIAŁEJ
Luxembourg – Therapy beds,2026-01-26,LUX,,https://ted.europa.eu/en/notice/-/detail/845674-2025,845674-2025,33192150|33192150,Fourniture de 27 lits de réanimation pour le Centre Hospitalier de Luxembourg (CHL),Centre hospitalier de Luxembourg
Poland – Pharmaceutical products,2026-01-23,POL,,https://ted.europa.eu/en/notice/-/detail/845707-2025,845707-2025,33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33140000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33140000|33600000|33600000|33600000|33600000|33600000|33600000|33600000|33600000,Pakiet nr 1 dostawa leków szczegółowo opisanych w załączniku nr 2 do SWZ - 503 pozycje Pakiet nr 2 dostawa antybiotyków szczegółowo opisanych w załączniku nr 2 do SWZ - 38 pozycji Pakiet nr 3 dostawa leków anestezjologicznych szczegółowo opisanych w załączniku nr 2 do SWZ - 9 pozycji Pakiet nr 4 dostawa leków szczegółowo opisanych w załączniku nr 2 do SWZ - 2 pozycje Pakiet nr 5 dostawa leków szczegółowo opisanych w załączniku nr 2 do SWZ - 3 pozycje Pakiet nr 6 dostawa leków psychotropowych i narkotycznych szczegółowo opisanych w załączniku nr 2 do SWZ - 28 pozycji Pakiet nr 7 dostawa leków szczegółowo opisanych w załączniku nr 2 do SWZ - 59 pozycji Pakiet nr 8 dostawa leków szczegółowo opisanych w załączniku nr 2 do SWZ - 22 pozycje Pakiet nr 9 dostawa leków szczegółowo opisanych w załączniku nr 2 do SWZ - 14 pozycji Pakiet nr 10 dostawa pasków testowych szczegółowo opisanych w załączniku nr 2 do SWZ - 1 pozycja Pakiet nr 11 dostawa immunoglobulin szczegółowo opisanych w załączniku nr 2 do SWZ - 1 pozycja Pakiet nr 12 dostawa immunoglobulin szczegółowo opisanych w załączniku nr 2 do SWZ - 1 pozycja Pakiet nr 13 dostawa immunoglobulin szczegółowo opisanych w załączniku nr 2 do SWZ - 1 pozycja Pakiet nr 14 dostawa płynów infuzyjnych szczegółowo opisanych w załączniku nr 2 do SWZ - 4 pozycje Pakiet nr 15 dostawa albumin szczegółowo opisanych w załączniku nr 2 do SWZ - 2 pozycje Pakiet nr 16 dostawa leków trombolitycznych szczegółowo opisanych w załączniku nr 2 do SWZ - 4 pozycje Pakiet nr 17 dostawa heparyn drobnocząsteczkowych szczegółowo opisanych w załączniku nr 2 do SWZ - 3 pozycje Pakiet nr 18 dostawa środka kontrastującego szczegółowo opisanych w załączniku nr 2 do SWZ - 1 pozycja,Akademickie Centrum Zdrowia w Mikołowie Sp. z o.o.
"Finland – Medical equipments, pharmaceuticals and personal care products",2026-01-21,FIN,,https://ted.europa.eu/en/notice/-/detail/845885-2025,845885-2025,33000000|33140000|33000000|33000000|33000000,"Tässä osa-alueessa kilpailutetaan sensoroivat letkuttomat insuliinipumput automaattisella insuliiniannostelulla (letkuttomat hybridipumput). Käyttäjämäärien arvioita tilaajittain neljälle vuodelle: PSHVA 160-170 kpl Siun Sote 55-80 kpl Eloisa 85-100 kpl Tilaajat eivät sitoudu tiettyyn kulutusarvioon. Yllä olevat kulutusarviot annetaan tarjoajalle tarjouksen tekemisen tueksi, mutta lopullinen sopimuskauden käyttäjämäärä laitteelle voi olla enemmän tai vähemmän. Tässä kilpailutetaan glukoosisensori seurantaan (ajantasainen) itsenäisinä mittareina sekä hybridipumppujärjetelmiin liitettävinä. Toimittaja ilmoittaa myös sensorin yhteensopivuudet hybridipumppujärjestelmiin. Osa-alueeseen 1 ja 2 tarjoava toimittaja selvittää toimittajien välisessä yhteistyössä, että tässä osa-alueessa 3 tarjotaan laitteeseen sopiva(t) sensori(t). Sensori jatkuvaan ajantasaiseen sensorointiin (erillisseuranta), arvio käyttäjämääristä: PSHVA 3500 käyttäjää Siun Sote 500 käyttäjää Eloisa 800 käyttäjää Osa-alueessa 1 ja 2 on kuvattu tarkemmin letkuttoman ja letkullisen hybridipumpun käyttömääriä, jotka on huomioitava sensorien kulutusmäärissä. Sensorien kulutukseen vaikuttaa sopimuskaudelle valitut laitteet. Tilaajat eivät sitoudu tiettyyn kulutusarvioon. Yllä olevat kulutusarviot annetaan tarjoajalle tarjouksen tekemisen tueksi, mutta lopullinen sopimuskauden arvioitu tarve laitteille voi olla enemmän tai vähemmän. Tässä osa-alueessa kilpailutetaan sensoroivat letkulliset insuliinipumput automaattisella insuliiniannostelulla (letkulliset hybridipumput). Sensoroivat letkulliset pumput automaattisella insuliiniannostelulla (hybridipumput), käyttäjämääriä - Pohjois-Savon hyvinvointilalue n. 90-100 - Pohjois-Karjalan hyvinvointialue n. 50-60 - Etelä-Savon hyvinvointialue n. 40-72 Tilaajat eivät sitoudu tiettyyn kulutusarvioon. Yllä olevat kulutusarviot annetaan tarjoajalle tarjouksen tekemisen tueksi, mutta lopullinen sopimuskauden käyttäjämäärä laitteelle voi olla enemmän tai vähemmän.",Servica Oy
Poland – Disposable non-chemical medical consumables and haematological consumables,2025-12-22,POL,,https://ted.europa.eu/en/notice/-/detail/845941-2025,845941-2025,33141000|33140000|33141000|33141000,Przedmiotem zamówienia są sukcesywne dostawy rękawic jednorazowych - szczegóły w zakresie opisu przedmiotu zamówienia stanowi załącznik nr 2 do SWZ. Przedmiotem zamówienia są sukcesywne dostawy środków ochrony indywidualnej - szczegóły w zakresie opisu przedmiotu zamówienia stanowi załącznik nr 2 do SWZ.,SZPITAL PEDIATRYCZNY W BIELSKU-BIAŁEJ
Italy – Osteosynthesis devices,,ITA,,https://ted.europa.eu/en/notice/-/detail/846161-2025,846161-2025,33183300|33183300|33183300|33183300|33183300|33183300|33183300|33183300|33183300|33183300|33183300|33183300|33183300|33183300|33183300,FISSATORI CIRCOLARI FISSATORI MONOASSIALI CON MORSETTI FISSATORI MONOASSIALI FISSATORI MULTIPLANARI FISSATORI IBRIDI SISTEMA DI TRASPORTO A SLITTA SISTEMA DI TRASPORTO A SLITTA PEDIATRICO FISSATORI TEMPORANEI FISSATORI MONOUSO IN KIT FISSATORI ESAPODALI BASE FISSATORI ESAPODALI PER CORREZIONI DEFORMITÀ COMPLESSE FISSATORI ESTERNI CON POSSIBILTÀ DI MOBILIZZAZIONE ARTICOLARE DEL GINOCCHIO FISSATORI ESTERNI DA URGENZA / EMERGENZA SISTEMA DI STABILIZZAZIONE ESTERNA CON POSSIBILTA’ DI MOBILIZZAZIONE ARTICOLARE GOMITO MONOUSO,Regione Liguria SUAR
Spain – Medical consumables,,ESP,,https://ted.europa.eu/en/notice/-/detail/846393-2025,846393-2025,33140000|33140000|33140000|33140000|33140000|33140000,LOTE 1: Clips hemostáticos endoscopia estándar desechables LOTE 2: Clips hemostáticos endoscopia vástago corto desechable LOTE 3: Clips hemostáticos endoscopia retirables desechables LOTE 4: Clips hemostáticos desechables para sujeción prótesis LOTE 5: Clips hemostáticos desechables para cierre de escaras,SERVICIO NAVARRO DE SALUD-OSASUNBIDEA
Poland – Surgical instruments,2026-01-09,POL,,https://ted.europa.eu/en/notice/-/detail/846490-2025,846490-2025,33169000|33169000|33169000|33169000|33169000|33169000,"W zakres zamówienia wchodzi sprzęt specjalistyczny jednorazowego i wielorazowego użytku, stosowany do operacji chirurgicznych - szczegółowo opisany w Załączniku nr 5 do SWZ - formularzu asortymentowo-cenowym. W zakres zamówienia wchodzi sprzęt specjalistyczny jednorazowego i wielorazowego użytku, stosowany do operacji chirurgicznych - szczegółowo opisany w Załączniku nr 5 do SWZ - formularzu asortymentowo-cenowym. W zakres zamówienia wchodzi sprzęt specjalistyczny jednorazowego i wielorazowego użytku, stosowany do operacji chirurgicznych - szczegółowo opisany w Załączniku nr 5 do SWZ - formularzu asortymentowo-cenowym. W zakres zamówienia wchodzi sprzęt specjalistyczny jednorazowego i wielorazowego użytku, stosowany do operacji chirurgicznych - szczegółowo opisany w Załączniku nr 5 do SWZ - formularzu asortymentowo-cenowym. W zakres zamówienia wchodzi sprzęt specjalistyczny jednorazowego i wielorazowego użytku, stosowany do operacji chirurgicznych - szczegółowo opisany w Załączniku nr 5 do SWZ - formularzu asortymentowo-cenowym.",Beskidzkie Centrum Onkologii- Szpital Miejski im. Jana Pawła II w Bielsku-Białej.
Germany – CT scanners,2026-01-28,DEU,,https://ted.europa.eu/en/notice/-/detail/846501-2025,846501-2025,33115100|33115100,"Ein Röntgen-Computermikrotomographie-Gerät (µCT) soll angeschafft und am Lehrstuhl für Bodenphysik der Universität Bayreuth installiert werden, um die Forschung in den Feldern Bodenphysik und Tierökologie auszubauen. Das System soll Material- und Strukturanalysen auf mehreren räumlichen und zeitlichen Skalenebenen durchführen können, sowohl offline als auch in-situ und operando – mit hoher zeitlicher Dynamik (im Minutenbereich). Das Gerät muss in der Lage sein, eine Vielzahl von Materialien zu untersuchen, von Mehrphasenmaterialien (Wasser-Feststoff-Luft-Pflanzenreste/-gewebe) wie ungestörten Böden bis hin zu biologischen Proben (z. B. Daphnien) mit geringem Kontrast. Die Scanvolumina sollen von wenigen mm³ bei biologischen Proben bis zu großen Bodenvolumina mit einem Durchmesser von bis zu 20 cm und einer Höhe von 40 cm variieren. Die maximale Scanauflösung soll unter 1 µm liegen (für kleine Proben). Zusätzlich sollen dynamische In-situ-Experimente zur Visualisierung und Charakterisierung von Prozessen wie Wasserfluss im Boden oder Wurzelwachstum im Boden möglich sein. Das Gerät muss sich in einem vollständig geschützten Gehäuse befinden, sodass es in einem Labor ohne weitere Anpassungen des Raumes betrieben werden kann.","Freistaat Bayern, vertreten durch die Universität Bayreuth"
Bulgaria – Medical consumables,2026-01-19,BGR,,https://ted.europa.eu/en/notice/-/detail/846675-2025,846675-2025,33140000|33140000,"Предмет на поръчката: „Доставка на системи за тазобедрено, колянно и раменно ендопротезиране за нуждите на клиника „Ортопедия и травматология“  на УМБАЛ „Канев“ АД  една обособена позиция и включени в тях номенклатурни единици,  подробно описани в Част II Техническа спецификация, неразделна част от Документацията за участие.","УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""КАНЕВ"" АД"
Croatia – Medical consumables,2025-12-29,HRV,,https://ted.europa.eu/en/notice/-/detail/846771-2025,846771-2025,33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000,"Medicinski potrošni materijal za potrebe invazivnog monitoriranja, EMG pretrage, EEG pretrage, TMS pretrage i polisomnografiju Medicinski potrošni materijal za potrebe polismonografije i EEG pretrage (kape za snimanje i pripadajući pribor) Medicinski potrošni materijal za potrebe EMG i EEG pretraga 1 Medicinski potrošni materijal za potrebe snimanja evociranih potencijala (paste, gelovi i detergenti) Medicinski potrošni materijal za potrebe neinvazivne ventilacije SEEG elektrode i pribor Aplikacijski materijal za EEG i transkutanu električnu stimulaciju Medicinski potrošni materijal za aplikaciju botulinum toksina kompatibilan s uređajem Dantec Clavis koji je u vlasništvu Naručitelja Potrošni materijal za generator pulsa Potrošni materijal za potrebe laboratorija za polisomnografiju Potrošni materijal za polisomnografiju Akustički oklopljene slušalice UZV GELOVI Medicinski potrošni materijal za potrebe EMG i EEG pretraga 2",KB Dubrava
Greece – Medical equipments,2025-04-01,GRC,,https://ted.europa.eu/en/notice/-/detail/846810-2025,846810-2025,33100000|33115000|33111000|33114000|33181100|33100000|33112200|33112200|33112330|33112200|33122000|33100000|33100000|33111600|39330000|33162000|33162000|33192130|33171100,ΥΠΟΕΡΓΟ 1 ΑΞΟΝΙΚΟΣ ΤΟΜΟΓΡΑΦΟΣ ΥΠΟΕΡΓΟ 2 ΨΗΦΙΑΚΟ ΑΚΤΙΝΟΛΟΓΙΚΟ ΥΠΟΕΡΓΟ 3 Αναλυτής Φασματομετρίας ΥΠΟΕΡΓΟ 4 Μηχανήματα Αιμοκάθαρσης 11 ΥΠΟΕΡΓΟ 5 Πολυθρόνες Αιμοκάθαρσης με ζυγό 18 ΥΠΟΕΡΓΟ 6 Υπερηχογράφος Ακτινολογικού ΥΠΟΕΡΓΟ 7 Υπερηχογράφος Καρδιολογικής ΥΠΟΕΡΓΟ 8 Εγκεφαλογράφος Νευρολογικής ΥΠΟΕΡΓΟ 9 Υπερηχογράφος Διακρανιακός ΥΠΟΕΡΓΟ 10 Διαθλαστική Μονάδα Οφθαλμολογικής ΥΠΟΕΡΓΟ 11Μηχάνημα Άσηπτης Συγκόλλησης ΥΠΟΕΡΓΟ 12 Συσκευή Χρώσης Πλακιδίων ΥΠΟΕΡΓΟ 13 Ακτινοσκοπικό Φορητό τύπου C-ARM ΥΠΟΕΡΓΟ 14 Πλυντήρια χειρουργικών εργαλείων 3 ΥΠΟΕΡΓΟ 15 Λαπαροσκοπικός Πύργος ΥΠΟΕΡΓΟ 16 Σύστημα Παρακολούθησης Φυσιολογίας ΥΠΟΕΡΓΟ 17 Κρεβάτια Στεφανιαίας Μονάδας 7 ΥΠΟΕΡΓΟ 18 Μηχάνημα Αναισθησιολογικό 2,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΣΕΡΡΩΝ
Bulgaria – Medical consumables,2026-01-20,BGR,,https://ted.europa.eu/en/notice/-/detail/846832-2025,846832-2025,33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000,"Обособена позиция №1 включва 10 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Обособена позиция №2 включва 12 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Обособена позиция №3 включва 7 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Обособена позиция №4 включва 10 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Обособена позиция №5 включва 2 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Обособена позиция №6 включва 3 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Обособена позиция №7 включва 4 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Обособена позиция №8 включва 4 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Обособена позиция №9 включва 6 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Катетър 100% силикон, двупътен, СН 22-24, 5/15мл/41 см -  до 380 бр. Обособена позиция №11 включва 4 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Обособена позиция №12 включва 6 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Обособена позиция №13 включва 9 броя подпозиции. Подробно описание на медицински изделия и консумативи и точното им количество за всяка подпозиция са посочени в техническата спецификация, неразделна част от документацията за участие. Еднократни иригатори с течен сапун, гел, торба с шлаух, накрайник, кърпа и ръкавици - изработени от РVС;обем не по-малък от 1500 мл; единично опаковани -  до 18000 бр. Смесителна торба без пластификатори за приготвяне на комбинирани терапии. Обем 2000 мл., с 3 тръби за пълнене. Изработена от EVA. Отвор за инжектиране на добавки с капачка. Разглобяем комплект за прехвърляне с конектор за заключване. Стерилен изходен отвор с капачка, която се отлепва. Подходяща за терапии на TPN, съдържащи мазнини. Осигурява дълъг срок на годност на смесените терапии.  -  до 3600 бр.","МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""СВЕТА АННА"" СОФИЯ АД"
