quality_score,notice_id,original_title,buyer_name,country,deadline,estimated_value_eur,tender_url,english_summary,what_they_want,eligibility_requirements,evaluation_criteria,language_detected
2,838309-2025,Norway – Devices for the disabled,ARBEIDS- OG VELFERDSETATEN,NOR,2026-01-26,,https://ted.europa.eu/en/notice/-/detail/838309-2025,"This is a procurement by Norway's Labour and Welfare Administration for floor-standing toilets with integrated washing and drying functions for disabled users. The contract includes equipment, accessories, spare parts, and related services such as installation, repair, and refurbishment, with an initial 2-year term and option to extend up to 2 additional years.","Floor standing toilets with washing and drying function, associated accessories, spare parts, and related services including engineering design, assembly, repairs, disassembly, and preparation for reuse.",NOT FOUND,NOT FOUND,English
2,838490-2025,Czechia – Stretchers,Úrazová nemocnice v Brně,CZE,2026-01-22,,https://ted.europa.eu/en/notice/-/detail/838490-2025,This is a tender by Úrazová nemocnice v Brně (Trauma Hospital in Brno) for the supply of divided rehabilitation couches/stretchers for providing rehabilitation care. Post-warranty service is also included as part of the procurement.,"Divided rehabilitation couches/stretchers (dělená rehabilitační lehátka) for providing rehabilitation care, including post-warranty service.",NOT FOUND,NOT FOUND,Czech
2,838653-2025,Belgium – Radiography devices,vzw Jan Yperman Ziekenhuis,BEL,2026-01-09,,https://ted.europa.eu/en/notice/-/detail/838653-2025,"This tender is for the purchase of 2 mobile X-ray (radiography) devices for the medical imaging department at Jan Yperman Hospital in Belgium. The contract includes delivery, installation, maintenance, IT integration (DICOM, PACS, dose registration system), and Dutch-language training for medical, nursing, technical staff and physicians.","2 mobile RX (X-ray/radiography) devices for bedside imaging of thorax, pelvis, hips, shoulders, abdomen and other body parts; including IT connections (DICOM, PACS, dose registration system), maintenance services, and Dutch-language training for staff.",NOT FOUND,NOT FOUND,Dutch
2,838784-2025,Sweden – Autoclaves,Region Gävleborg,SWE,2026-01-20,,https://ted.europa.eu/en/notice/-/detail/838784-2025,Region Gävleborg is procuring steam autoclaves for sterilization centers at two hospitals in Sweden. The procurement includes 4 pass-through type 12-basket steam autoclaves for Gävle Hospital and 2 9-basket autoclaves for Bollnäs Hospital.,4 units of 12-basket pass-through type steam autoclaves for the sterilization center at Gävle Hospital and 2 units of 9-basket autoclaves for the sterilization center at Bollnäs Hospital.,NOT FOUND,NOT FOUND,Swedish
2,838811-2025,"Belgium – Imaging equipment for medical, dental and veterinary use",AZORG vzw,BEL,2026-01-27,,https://ted.europa.eu/en/notice/-/detail/838811-2025,"This is a procurement tender for the purchase, delivery and installation of 3 mobile X-ray (RX) devices by AZORG vzw, a healthcare organization in Belgium.",3 mobile X-ray (RX) devices/units including delivery and installation,NOT FOUND,NOT FOUND,Dutch
2,838843-2025,Czechia – Medical consumables,Fakultní nemocnice Bulovka,CZE,2026-01-13,,https://ted.europa.eu/en/notice/-/detail/838843-2025,This is a tender for the progressive delivery of sterile medical draping surgical sets and related items specifically for orthopedic procedures at Bulovka University Hospital in the Czech Republic.,Sterile surgical draping sets (rouškovací operační sety) and related items for orthopedic use,NOT FOUND,NOT FOUND,Czech
2,838911-2025,Finland – Dental and subspecialty instruments and devices,Varsinais-Suomen hyvinvointialue,FIN,2026-02-09,,https://ted.europa.eu/en/notice/-/detail/838911-2025,"This is a tender for dental and subspecialty instruments and devices by Varsinais-Suomen hyvinvointialue in Finland. The procurement includes the devices, related maintenance services, and any device-specific accessories required for use, with an estimated purchase of 6 devices per year.","Dental and subspecialty instruments and devices (approximately 6 devices per year), including related maintenance services and device-specific accessories as specified in attachments.",NOT FOUND,NOT FOUND,Finnish
2,838920-2025,"Germany – Echo, ultrasound and doppler imaging equipment",Universitätsklinikum Düsseldorf,DEU,2026-01-16,,https://ted.europa.eu/en/notice/-/detail/838920-2025,"The Universitätsklinikum Düsseldorf (University Hospital Düsseldorf) in Germany is procuring eight ultrasound devices, some specifically suitable for cardiological diagnostics. The contract includes delivery, commissioning, and user training.","Eight ultrasound devices, with some units specifically suitable for cardiological diagnostics, including delivery, commissioning, and user training (Einweisung).",NOT FOUND,NOT FOUND,German
2,838979-2025,"Iceland – Imaging equipment for medical, dental and veterinary use",NLSH ohf.,ISL,,,https://ted.europa.eu/en/notice/-/detail/838979-2025,"The New Landspitali (NLSH) project organization in Iceland is seeking information from qualified suppliers for stationary interventional imaging systems. The systems are needed for cardiac catheterization lab (including electrophysiology), interventional radiology (vascular and neurological interventions), and interventional endoscopy applications.","Stationary interventional imaging systems for three clinical applications: (1) Cardiac cath lab including electrophysiology, (2) Interventional radiology for vascular and neurological interventions, and (3) Interventional endoscopy.",NOT FOUND,NOT FOUND,English
2,839238-2025,Croatia – Medical equipments,Klinički bolnički centar Rijeka,HRV,2026-01-15,,https://ted.europa.eu/en/notice/-/detail/839238-2025,This is a tender from Clinical Hospital Center Rijeka in Croatia for the procurement of ultrasound devices. The notice mentions five ultrasound devices/units to be procured.,Ultrasound devices (Ultrazvučni uređaj) - quantity of 5 units. No specific model numbers or brands mentioned.,NOT FOUND,NOT FOUND,Croatian
2,839349-2025,"Norway – Laboratory, optical and precision equipments (excl. glasses)",SYKEHUSINNKJØP HF,NOR,,,https://ted.europa.eu/en/notice/-/detail/839349-2025,This is a market survey for a planned procurement of an automated blood component production system and associated consumables for Helse Stavanger HF in Norway. The contracting authority is conducting preliminary market research as they have currently identified only one potential supplier.,Rental of an automated production system for blood components and procurement of equipment-dependent consumables associated with the system.,NOT FOUND,NOT FOUND,English
2,839461-2025,Sweden – Surgical instruments,"Region Skåne, Koncernstab inköp och ekonomistyrning",SWE,2026-01-29,,https://ted.europa.eu/en/notice/-/detail/839461-2025,"This is a framework agreement tender for the successive procurement of reusable surgical instruments for open surgery, disposable scalpel blades, instrument oil, and instrument servicing services issued by Region Skåne in Sweden.","Reusable surgical instruments for open surgery (multi-use surgical instruments), disposable scalpel blades, instrument oil, and instrument service/maintenance services.",NOT FOUND,NOT FOUND,Swedish
2,839503-2025,Czechia – Catheters,Všeobecná fakultní nemocnice v Praze,CZE,2026-01-16,,https://ted.europa.eu/en/notice/-/detail/839503-2025,"This is a tender for the continuous supply of left atrial appendage occlusion systems for the General University Hospital in Prague (VFN), Czech Republic. The procurement involves specialized cardiac catheter systems used in cardiovascular procedures.",Left atrial appendage occlusion systems (cardiac catheters for closing off the left atrial appendage),NOT FOUND,NOT FOUND,Czech
2,839535-2025,Finland – Medical equipments,Sansia Oy,FIN,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/839535-2025,This procurement is for a radiation therapy self-registration and patient identification system for the North Savo wellbeing services county in Finland. The detailed description of the procurement is provided in the attachment describing the subject of the procurement.,Radiation therapy self-registration and patient identification system (sädehoidon itseilmoittautumis- ja potilastunnistautumisjärjestelmä),NOT FOUND,NOT FOUND,Finnish
2,839556-2025,Switzerland – Miscellaneous medical devices and products,Centrale d'achats et d'ingénierie biomédicale Vaud-Genève (CAIB),CHE,2026-02-23,,https://ted.europa.eu/en/notice/-/detail/839556-2025,"This tender is for the supply, programming, commissioning, maintenance and support of patient/staff call systems, anti-wandering systems, and anti-aggression systems for healthcare facilities in the Vaud-Geneva region of Switzerland.","Patient/staff personal call systems, anti-wandering systems, and anti-aggression systems, including equipment supply, programming, commissioning, maintenance services, and support (hotline or on-site).",NOT FOUND,NOT FOUND,French
2,839990-2025,Czechia – Catheters,Institut klinické a experimentální medicíny,CZE,2026-01-21,,https://ted.europa.eu/en/notice/-/detail/839990-2025,"This is a tender for repeated deliveries of catheters for laser ablation treatment of varicose veins, including the free loan of a compatible generator device for the duration of the supply contract.",Catheters for laser ablation of varicose veins (special medical material) and compatible generator device (provided on loan free of charge),NOT FOUND,NOT FOUND,Czech
2,840059-2025,Italy – Diagnostic systems,Azienda Sanitaria Territoriale di Macerata,ITA,,,https://ted.europa.eu/en/notice/-/detail/840059-2025,"This is a market consultation notice from the Local Health Authority of Macerata, Italy, to verify exclusivity/non-substitutability for procurement of new embedding centers, cooling plates, and processors for biocassette processing, along with technical assistance and maintenance services for existing Donatello Series 2 processors, Dante model embedding centers and cooling plates owned by AST Macerata.","New embedding centers (centraline di inclusione), cooling plates (piastre fredde), and processors for biocassette processing; technical assistance and maintenance services for existing equipment: Donatello Series 2 processors, Dante model embedding centers, and Dante model cooling plates.",NOT FOUND,NOT FOUND,Italian
2,840169-2025,Portugal – Orthopaedic support devices,"Unidade Local de Saúde do Baixo Mondego, EPE",PRT,2026-01-14,,https://ted.europa.eu/en/notice/-/detail/840169-2025,This is a tender from Portugal for the procurement of orthopedic components with placement of navigation equipment by the Local Health Unit of Baixo Mondego.,Orthopedic components with placement of equipment (navigator/navigation system),NOT FOUND,NOT FOUND,Portuguese
2,840172-2025,Poland – Medical consumables,Samodzielny Publiczny Szpital Kliniczny im. A.Mielęckiego Śląskiego Uniwersytetu Medycznego w Katowicach,POL,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/840172-2025,"This tender is for the procurement of various medical laboratory consumables across 5 packages, including histopathological containers with formalin, blood preparation containers (sterile and non-sterile), deep freezing bags, and cytological inserts for a specific centrifuge model owned by the hospital.",Package 1 - Histopathological containers with formalin; Package 2 - Containers for blood preparation; Package 3 - Sterile containers for blood preparation; Package 4 - Deep freezing bags 250ml; Package 5 - Cytological insert sets for cytological rotor for MPW 350RS centrifuge,NOT FOUND,NOT FOUND,Polish
2,840231-2025,France – Heparin,Centre Hospitalier Universitaire de Nantes,FRA,2026-01-22,,https://ted.europa.eu/en/notice/-/detail/840231-2025,The Centre Hospitalier Universitaire de Nantes (Nantes University Hospital) in France is tendering for the procurement of heparin. Details of the lots are provided in the needs catalog attached to the consultation documents.,"Heparin (specific types, quantities, and brands to be detailed in the attached needs catalog/lot specifications)",NOT FOUND,NOT FOUND,French
2,840334-2025,Sweden – Medical equipments,Västra Götalandsregionen,SWE,,,https://ted.europa.eu/en/notice/-/detail/840334-2025,"Västra Götalandsregionen (Western Sweden Region) is inviting suppliers to a product demonstration day on January 22, 2026 in Gothenburg for ventilators used in home healthcare. Participants must confirm attendance by January 8.",Ventilators for home healthcare (ventilatorer inom hemsjukvård),NOT FOUND,NOT FOUND,Swedish
2,840351-2025,Norway – Medical equipments,Sykehusinnkjøp HF,NOR,,,https://ted.europa.eu/en/notice/-/detail/840351-2025,"Sykehusinnkjøp HF is conducting a procurement for home ventilators along with related consumables on behalf of three Norwegian health regions: Helse Vest, Helse Midt, and Helse Nord.",Home ventilators with consumables (specific models and brands not mentioned in the notice),NOT FOUND,NOT FOUND,English
2,840797-2025,Czechia – Physical therapy devices,Úrazová nemocnice v Brně,CZE,2026-01-22,,https://ted.europa.eu/en/notice/-/detail/840797-2025,"This tender is for the supply of whirlpool baths intended for therapy of upper and lower extremities at a trauma hospital in Brno, Czechia. The whirlpool effect is suitable for treating post-injury conditions, inflammations, nerve supply disorders, and neuromuscular exhaustion of limbs. Post-warranty service is included in the contract.","Whirlpool baths (vířivé vany) for upper and lower extremity therapy, including post-warranty service",NOT FOUND,NOT FOUND,Czech
2,841017-2025,Poland – Medical consumables,Samodzielny Publiczny Szpital Kliniczny im. A.Mielęckiego Śląskiego Uniwersytetu Medycznego w Katowicach,POL,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/841017-2025,"This tender is for medical consumables for a clinical hospital in Poland, specifically supplies compatible with photopheresis, plasmapheresis, and related procedural equipment. The procurement includes photopheresis kits, titanium and polymer clip appliers with cartridges, plasmapheresis sets, and various connectors and protective caps.",Photopheresis procedure kits compatible with Teracos Cellex Photopheresis System; Reusable titanium clip appliers and cartridges; Polymer clip appliers and cartridges; Plasmapheresis sets for use with Multifiltrate device; Spike-type device; Connector for joining two syringes; Protective caps/covers compatible with Freeflex+ bags,NOT FOUND,NOT FOUND,Polish
2,841143-2025,Czechia – Defibrillator,Fakultní nemocnice Hradec Králové,CZE,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/841143-2025,"The Faculty Hospital Hradec Králové is procuring 7 defibrillators in two configurations: 4 standard units for hospital wards and 3 units with extended functions for resuscitation teams. The procurement includes accessories, warranty services, and indefinite post-warranty maintenance and supply of consumables necessary for operation.","7 defibrillators total - 4 standard defibrillators for hospital wards and 3 defibrillators with extended functions for resuscitation teams, including accessories, warranty and post-warranty services, and ongoing supply of unique consumables and materials necessary for operation for an indefinite period.",NOT FOUND,NOT FOUND,Czech
2,841360-2025,"Belgium – Seats, chairs and related products, and associated parts",ASBL CHU HELORA,BEL,2026-01-08,,https://ted.europa.eu/en/notice/-/detail/841360-2025,"This is a tender for patient transfer and mobility equipment for a Belgian university hospital, including transfer chairs, transfer boards, hydraulic stretchers, electric stretchers, sliding sheets, and disposable stretcher sheets.","Transfer chairs (Chaises de transfert), transfer boards (Planches de transfert), hydraulic stretchers (Brancards hydrauliques), electric stretchers (Brancards électriques), sliding sheets (Draps de glisse), disposable stretcher sheets (Draps de brancard jetables). No specific model numbers or brands mentioned.",NOT FOUND,NOT FOUND,French
2,841444-2025,"Germany – Electrical machinery, apparatus, equipment and consumables; lighting",Handwerkskammer Ulm,DEU,2026-01-23,,https://ted.europa.eu/en/notice/-/detail/841444-2025,This is a procurement tender by Handwerkskammer Ulm (Germany) for the supply of electrical equipment and workshop furniture divided into 5 lots. The tender aims to establish purchase contracts for the delivery of specified equipment meeting technical and functional requirements within defined delivery periods.,Lot 1: Multifunctional tables (Multifunktionstische); Lot 2: Workshop trolleys/carts (Werkstattwagen); Lot 3: Solenoid valves (Magnetventil); Lot 4: Rolling containers (Rollcontainer); Lot 5: Turbine grinders (Turbinenschleifer),NOT FOUND,NOT FOUND,German
2,841474-2025,Sweden – Medical equipments,"Region Skåne, Koncernstab inköp och ekonomistyrning",SWE,2026-02-04,,https://ted.europa.eu/en/notice/-/detail/841474-2025,This is a procurement for instruments and reagents for special protein analysis by Region Skåne (Skåne Region) in Sweden. The tender is managed by the regional procurement and financial management office.,Instruments and reagents for special protein analyses (specialproteinanalyser),NOT FOUND,NOT FOUND,Swedish
2,841543-2025,Croatia – Medical consumables,"Opća bolnica ""Dr. Anđelko Višić"" Bjelovar",HRV,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/841543-2025,"This is a tender issued by the General Hospital ""Dr. Anđelko Višić"" in Bjelovar, Croatia for the procurement of medical consumables. The tender is divided into multiple groups (Grupa 1 through Grupa 24, plus several sub-groups) covering various categories of medical consumable supplies.","Medical consumables divided into 32 groups/sub-groups (Grupa 1, 2, 2a, 3, 4, 4a, 4b, 5, 5a, 5b, 6, 7, 8, 8a, 9, 10, 10a, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 22a, 23, 24). Specific items within each group are not detailed in the provided notice.",NOT FOUND,NOT FOUND,"Croatian/English (mixed - group labels in Croatian ""Grupa"", tender title in English)"
2,841617-2025,Latvia – Orthopaedic footwear,"Valsts sabiedrība ar ierobežotu atbildību ""Nacionālais rehabilitācijas centrs ""Vaivari""""",LVA,,,https://ted.europa.eu/en/notice/-/detail/841617-2025,"This is a tender from the National Rehabilitation Centre ""Vaivari"" in Latvia for the rights to adapt and supply ready-made orthopaedic footwear (both rehabilitation/prophylactic and therapeutic) for children and adults.","Ready-made orthopaedic footwear including rehabilitation/prophylactic and therapeutic orthopaedic shoes for children and adults, with adaptation services included.",NOT FOUND,NOT FOUND,Latvian
2,841668-2025,Bulgaria – Medical equipments,МЕДИЦИНСКИ УНИВЕРСИТЕТ - ПЛОВДИВ,BGR,2026-01-16,,https://ted.europa.eu/en/notice/-/detail/841668-2025,"Medical University of Plovdiv, Bulgaria is procuring two items: (1) a 32-channel EEG apparatus for neuromonitoring in intensive care with delivery, installation, warranty maintenance and staff training, and (2) a high-class ultrasound doppler system with similar support services.","1) 32-channel EEG neuromonitoring apparatus for intensive care sector with specifications including: compact amplifier design ≤300g, USB powered, ≥50 total inputs, ≥38 monopolar AC channels, ≥21 bipolar AC channels, 24-bit A/D conversion, sampling frequency 128-2048 Hz, complete with amplifier block on stand, laptop computer system, printer, specialized cart, cup and needle electrodes, and EEG caps. 2) High-class ultrasound doppler system with frequency range 1-25 MHz or wider, maximum frame rate ≥6000 fps, maximum scanning depth ≥50 cm, B-mode/M-mode/Color M-mode imaging, Color Doppler/Power Doppler/Angio Doppler/Pulsed Doppler modes with minimum 6 selectable frequency ranges.",NOT FOUND,NOT FOUND,Bulgarian
2,841805-2025,Spain – Medical equipments,Dirección Gerente del Hospital Universitario Nuestra Señora de Candelaria,ESP,2026-01-16,,https://ted.europa.eu/en/notice/-/detail/841805-2025,The University Hospital Nuestra Señora de Candelaria in Spain is procuring ultrasound equipment for radiology studies in two categories: premium range and high-end range ultrasound machines.,Ultrasound machines (ecógrafos) for radiology studies in two ranges: PREMIUM range ultrasound equipment and HIGH-END (ALTA) range ultrasound equipment.,NOT FOUND,NOT FOUND,Spanish
2,841905-2025,Finland – Medical equipments,Sansia Oy,FIN,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/841905-2025,"Sansia Oy (Finland) is procuring patient simulators with control units and vital monitors for emergency, resuscitation, and intensive care training purposes. The procurement also includes a feedback system with AV equipment for simulation training, plus potentially infant and newborn simulation dolls.","Adult patient simulator, junior patient simulator, feedback system, AV system for simulation room and control room, simulator consumables/supplies, and optionally premature infant and newborn simulation dolls for practice training.",NOT FOUND,NOT FOUND,Finnish
2,842128-2025,Croatia – Disposable non-chemical medical consumables and haematological consumables,Klinički bolnički centar Zagreb,HRV,2026-01-27,,https://ted.europa.eu/en/notice/-/detail/842128-2025,"This tender is for ophthalmology-related medical consumables and equipment for Klinički bolnički centar Zagreb (Zagreb University Hospital Centre). The procurement covers a wide range of disposable items and devices for eye surgery and treatment, including intraocular lenses, surgical instruments, viscoelastics, sterilization materials, and consumables compatible with specific equipment brands already owned by the hospital.","Contact tonometer tips; intravitreal forceps; spherical and aspherical intraocular lenses; ciliary sulcus lenses; fundus examination loupes; sterilization consumables; viscoelastic with taurine; posterior segment materials; hydrophobic and hydrophilic lenses; macular surgery sets; ultrasonic biometry and applanation tonometry equipment compatible with Haag Streit tonometer; consumables for Carl Zeiss Quatera 700 device; ultrasound accessories; indirect loupes; strabology equipment; heavy water for intraocular tamponade; subretinal cannulas; visualization dyes; consumables compatible with Alcon Constellation, PurePoint and Centurion devices; femtosecond and refractive laser consumables; pupil dilation fluids; eyelid and orbit implants; glaucoma implants; capsular rings; viscoelastics; surgical knives with protective covers; N-Octane and N-Decalin heavy water; intraocular pressure reducing valves; glaucoma knives; enclavation needles; pupil expansion hooks; diagnostic and tear test strips; silicone oils; bipolar forceps; electrode needles; Super-Cut curved scissors; corneal trephines; glaucoma microshunts; monofocal lenses; blunt cannulas for perfluoron injection; subretinal application sets; laser probes and goggles; consumables compatible with Optikon device; pre-prepared gas monodose; forceps and cutters; pediatric and strabismus clinic consumables; lacrimal punctum plugs.",NOT FOUND,NOT FOUND,Croatian
2,842226-2025,Lithuania – Medical consumables,viešoji įstaiga Plungės ligoninė,LTU,2026-01-20,,https://ted.europa.eu/en/notice/-/detail/842226-2025,Plungės Hospital in Lithuania is tendering for the procurement of single-use/disposable medical devices. The notice repeats the requirement for disposable medical devices multiple times without providing specific product details.,"Single-use disposable medical devices (Vienkartinės medicinos priemonės). No specific types, models, brands, or quantities mentioned in the notice.",NOT FOUND,NOT FOUND,Lithuanian
2,842646-2025,Austria – Surgical implants,Wiener Gesundheitsverbund – Vorstandsressort Einkauf (GED EKF),AUT,2026-01-23,,https://ted.europa.eu/en/notice/-/detail/842646-2025,"This is a tender for percutaneous aortic valve replacement surgical implants divided into three lots. The procurement covers self-expanding valves, balloon-expandable valves with transfemoral and transapical access, and special valve types including tricuspid and mitral valve replacements.","Lot 1: Percutaneous aortic valve replacement with self-expansion. Lot 2: Percutaneous aortic valve replacement with balloon expansion using transfemoral and transapical access. Lot 3: Percutaneous aortic valve replacement with balloon expansion for special valve types (examples: tricuspid valve replacement, mitral valve replacement, and other specialized valves).",NOT FOUND,NOT FOUND,German
2,842776-2025,Latvia – Medical equipments,Valsts sabiedrība ar ierobežotu atbildību “Traumatoloģijas un ortopēdijas slimnīca”,LVA,,,https://ted.europa.eu/en/notice/-/detail/842776-2025,"This is a procurement tender for intramedullary osteosynthesis systems for proximal femoral fractures. The buyer is the State Limited Liability Company ""Traumatology and Orthopedics Hospital"" in Latvia.",Intramedullary osteosynthesis systems for proximal femoral (upper thigh bone) fractures,NOT FOUND,NOT FOUND,Latvian
2,842818-2025,Croatia – Adhesive dressings,KLINIČKI BOLNIČKI CENTAR SPLIT,HRV,2026-01-22,,https://ted.europa.eu/en/notice/-/detail/842818-2025,"This is a tender by the Clinical Hospital Centre Split in Croatia for the procurement of adhesive dressing materials (adhesive bandages/wound dressings). The notice repeats ""adhesive dressing materials"" multiple times but provides minimal additional detail.","Adhesive dressing materials (ljepljivi zavojni materijali). No specific brands, models, quantities, or technical specifications are mentioned in the provided excerpt.",NOT FOUND,NOT FOUND,Croatian
2,842826-2025,Italy – Tomography devices,ORG-001,ITA,2026-02-02,,https://ted.europa.eu/en/notice/-/detail/842826-2025,"This is an open procedure electronic tender for a two-year rental of 3 optical coherence tomography (OCT) devices to be allocated to ophthalmology units at hospitals in Siracusa, Lentini, and Avola/Noto in Italy.",3 optical coherence tomography (OCT) tomography devices for rental (noleggio biennale) for ophthalmology departments,NOT FOUND,NOT FOUND,Italian
2,842891-2025,Czechia – Miscellaneous medical devices and products,Všeobecná fakultní nemocnice v Praze,CZE,2026-01-07,,https://ted.europa.eu/en/notice/-/detail/842891-2025,"This is a tender for the supply of 2 units of glass UV boxes for PCR (Polymerase Chain Reaction) for the General University Hospital in Prague, Czech Republic.",2 pieces of glass UV boxes for PCR (PCR UV cabinets/chambers),NOT FOUND,NOT FOUND,Czech
2,843004-2025,Poland – Renal fluid,Szpital Wolski Sp. z o.o.,POL,2026-01-22,,https://ted.europa.eu/en/notice/-/detail/843004-2025,"This is a tender for renal fluid (dialysis fluid) issued by Szpital Wolski Sp. z o.o., a hospital in Poland. The detailed requirements for the procurement are specified in the contract template and Technical Specification which are attachments to the procurement documents.","Renal fluid (dialysis fluid). Specific product details, quantities, and technical specifications are referenced in attachments (Attachment 5 - contract template and Attachment 2 - Technical Specification) which are not provided in this notice.",NOT FOUND,NOT FOUND,Polish
2,843012-2025,Poland – Medical equipments,Warmińsko-Mazurskie Centrum Chorób Płuc w Olsztynie,POL,,,https://ted.europa.eu/en/notice/-/detail/843012-2025,"This is a tender for successive (ongoing/repeat) deliveries of single-use/disposable medical equipment for thoracic surgery at the Warmia-Mazury Pulmonary Disease Center in Olsztyn, Poland.","Disposable medical equipment for thoracic surgery (thoracosurgery). Specific devices, models or brands are not mentioned in the available notice.",NOT FOUND,NOT FOUND,Polish
2,843108-2025,Poland – Pharmaceutical products,Uniwersytecki Szpital Kliniczny im. Fryderyka Chopina w Rzeszowie,POL,2026-01-21,,https://ted.europa.eu/en/notice/-/detail/843108-2025,"This is a tender for the supply and successive delivery of various pharmaceutical products by the Fryderyk Chopin University Clinical Hospital in Rzeszów, Poland. The procurement is divided into 3 parts (11 items in Part 1, 4 items in Part 2, and 1 item in Part 3) with a 24-month delivery period starting from March 12, 2026.","Various pharmaceutical products (leki różne) divided into three parts: Part 1 - 11 items, Part 2 - 4 items, Part 3 - 1 item. Specific details are contained in the price-offer form (Załącznik nr 1 do SWZ). No equivalent offers are permitted.",NOT FOUND,NOT FOUND,Polish
2,843134-2025,France – Minibuses,LIMOGES METROPOLE - Communauté urbaine,FRA,2032-12-31,,https://ted.europa.eu/en/notice/-/detail/843134-2025,"This is a tender by LIMOGES METROPOLE for the procurement of various types of urban buses and specialized transport vehicles. The tender covers four categories including minibuses, midibuses, standard and articulated buses (diesel, HVO or electric), trolleybuses, urban electric shuttles, and vehicles for reduced mobility passengers, all either new or used.","Category 1: Urban buses including minibuses (<10m), midibuses (10m), standard buses (12m) or articulated buses (18m) with diesel, HVO or electric propulsion, 1-4 doors, new or used. Category 2: Trolleybuses standard (12m) or articulated (18m), electric propulsion, 3-4 doors, new or used. Category 3: Electric urban shuttle vehicles accessible to reduced mobility persons and wheelchair users, thermal or electric, new or used. Category 4: Electric vehicles for reduced mobility passenger transport specialized for wheelchair users, thermal or electric, new or used.",NOT FOUND,NOT FOUND,French
2,843297-2025,Switzerland – Operating-theatre devices,Universitätsspital Basel,CHE,2026-01-26,,https://ted.europa.eu/en/notice/-/detail/843297-2025,"The University Hospital Basel (USB) is procuring a replacement operating theatre image data management system (BDMS) for all operating rooms in the OST and WEST surgical tracts, along with replacement surgical lights and 16 ceiling supply units for surgical operating rooms. The system will centrally capture, control, visualize and document intraoperative image and video data.","1) Operating theatre image data management system (BDMS) for central capture, control, visualization and documentation of intraoperative image and video data, integrated with planned video conferencing system and compatible with PACS/KIS clinical standards; 2) Replacement surgical lights for operating rooms (two lights per standard OR, three for cardiac ORs, with at least one camera-integrated light per room); 3) 16 ceiling supply units (DVE) for surgical operating rooms (8 ORs with 1 surgical pendant and 1 anesthesia pendant each) providing electrical connections, gas outlets, data lines and medical equipment.",NOT FOUND,NOT FOUND,German
2,843700-2025,Italy – Osteosynthesis devices,Regione Liguria SUAR,ITA,,,https://ted.europa.eu/en/notice/-/detail/843700-2025,"This is a tender for osteosynthesis devices (bone fracture fixation systems) for femur and tibia fractures issued by Regione Liguria, Italy. The procurement covers a comprehensive range of intramedullary nails, plates, and cerclage systems in various materials (titanium, non-magnetic steel) for treating different types of fractures including periprosthetic fractures.","Intramedullary nails for proximal/diaphyseal/distal femur fractures (antegrade and retrograde approach); flexible elastic nails in titanium and non-magnetic steel; traditional and angular stability plates for femur in non-magnetic steel and titanium; polyaxial variable angle locking plates for femur and distal femur; periprosthetic fracture systems; cerclage systems in titanium, non-magnetic steel, and non-metallic materials; 95° dynamic hip screws; intramedullary nails for proximal/diaphyseal/distal tibia fractures; antibiotic-coated and non-antibiotic coated nails for high infection risk; traditional and angular stability plates for tibia and proximal tibia in various materials.",NOT FOUND,NOT FOUND,Italian
2,843977-2025,Sweden – Diagnostic X-ray system,Region Västerbotten,SWE,2025-12-23,,https://ted.europa.eu/en/notice/-/detail/843977-2025,"Region Västerbotten needs to replace a SPECT/CT camera at the Nuclear Medicine department at Norrland University Hospital in Umeå. The system must be capable of producing both planar images and SPECT/CT, equipped with collimators for low-, medium-, and high-energy photon measurements, with CT producing full diagnostic quality images.","One SPECT/CT camera system capable of producing planar images and SPECT/CT imaging, equipped with collimators for measuring low-energy, medium-energy, and high-energy photons, with CT component capable of producing full diagnostic quality images. The system will be used for examinations of heart, kidneys, adrenal glands, skeleton, thyroid, parathyroid, lymphatic system, certain rare tumors, and dosimetry.",NOT FOUND,NOT FOUND,Swedish
2,844062-2025,Czechia – Medical consumables,Fakultní nemocnice Bulovka,CZE,2026-01-14,,https://ted.europa.eu/en/notice/-/detail/844062-2025,This is a tender for the progressive supply of sterile surgical draping sets and related items specifically for orthopedic procedures at a hospital in the Czech Republic.,Sterile surgical draping sets (operating gowns/covers) and related items for orthopedic surgery departments (SZM - sterilní rouškovací operační sety pro ortopedii),NOT FOUND,NOT FOUND,Czech
1,820844-2025,"Poland – Medical equipments, pharmaceuticals and personal care products",Wielospecjalistyczny Szpital - Samodzielny Publiczny Zespół Opieki Zdrowotnej w Zgorzelcu,POL,2026-01-09,,https://ted.europa.eu/en/notice/-/detail/820844-2025,"This is a tender for medical equipment, pharmaceuticals and personal care products issued by a multi-specialty hospital in Zgorzelec, Poland. The procurement is divided into multiple packages containing varying numbers of items, ranging from 1 to 56 positions per package.",NOT FOUND,NOT FOUND,NOT FOUND,Polish
